Kalimat;Kategori
Jadi saya kira berikutnya di sana, itulah World Trade Center, kan?;Eksposisi
Dimana toko model plastik?;Eksposisi
Saya tidak bisa memberitahu Anda.;Eksposisi
Bisakah Anda menyarankan obat untuk sakit perut?;Eksposisi
Saya terlalu banyak memperhatikan tanda-tanda jalan.;Eksposisi
Dimana platfom nomor lima?;Eksposisi
Ya, terdengar seperti sesuatu yang harus dilihat lebih lanjut. Apakah Anda memperhitungkan kemungkinan itu, Mr Keenan, dan laporankan temuan Anda kepada Mr Nakayama secepat mungkin?;Eksposisi
Dimana saya dapat membeli beberapa tiket lift?;Eksposisi
NO, terima kasih.;Eksposisi
Saya pikir ada kesalahan dalam tagihan ini. ada tagihan room service. Tapi saya tidak punya.;Eksposisi
Saya ingin terbang sesegera mungkin.;Eksposisi
Apakah jauh ke Hilton Hotel?;Eksposisi
Saya ingin sebuah baterai.;Eksposisi
Apakah Anda tahu restoran yang bagus di mana kita bisa makan makanan enak dengan harga yang wajar?;Eksposisi
Apakah Anda mau menyimpan bagasi ini?;Eksposisi
Saya ingin lipstik.;Eksposisi
Bisakah Anda memberi saya nomor penerbangan?;Eksposisi
Dapatkah saya menggunakan flash di sini?;Eksposisi
Saya harus berada di sana jam lima.;Eksposisi
Saya pikir dia akan kembali jam enam.;Eksposisi
Ini tiga puluh lima dolar.;Eksposisi
Saya ingin mengubah reservasi saya. Dapatkah saya mengubah penerbangan PAA lima nol lima ke penerbangan lima satu lima?;Eksposisi
Apakah ada live band atau DJ?  ;Eksposisi
Saya bisa menyewa peralatan menyelam?;Eksposisi
Coke sudah keluar, tapi saya tidak mendapatkan kembalian apapun.;Eksposisi
Saya bisa memberikan Anda diskon tiga persen.;Eksposisi
Mobil ini sudah rusak sebelum saya menyewanya.;Eksposisi
Baik. Aku ingin memakainya untuk resepsi pernikahan pada hari Sabtu.;Eksposisi
Saya ingin memesan kamar untuk empat malam dari tanggal dua puluh dua Desember.;Eksposisi
Selamat. Bagaimana Anda mengatur untuk menyelesaikannya tepat waktu?;Eksposisi
Tidak, kami ingin tagihan terpisah. Ayo bayar sendiri-sendiri.;Eksposisi
Saya ingin pemandu berbahasa Jepang.;Eksposisi
Saya ingin membuat reservasi untuk kelas pertama.;Eksposisi
Dapatkah Anda memberikan saya tagihannya?;Eksposisi
Maafkan aku. Saya orang asing di sini. Haruskah saya tanya pria itu untuk Anda, kalau Anda mau? Tunggu sebentar ya.;Eksposisi
Dapatkah saya membawa tas ini dengan saya?;Eksposisi
Saya punya sedikit uang.;Eksposisi
Dapatkah saya naik bus yang masuk ke Hilton Hotel?;Eksposisi
Sebuah mobil kompak.;Eksposisi
Apakah ada tur ke Tirol dalam tiga atau empat hari?;Eksposisi
Saya merasa lebih baik sekarang.;Eksposisi
Apakah tas ini cocok untuk segala cuaca?;Eksposisi
Saya ingin donat.;Eksposisi
Saya suka film aksi dan menegangkan.;Eksposisi
Maafkan saya, tapi kami akan terlambat tiga puluh menit.;Eksposisi
Bisakah Anda mengubah catatan ini menjadi koin?;Eksposisi
Kamar Anda, Pak.;Eksposisi
Saya ingin menyewa sebuah mobil selama dua hari.;Eksposisi
Toilet ini tidak berhenti berjalan.;Eksposisi
Tolong hentikan semua transaksi pada kartu ini.;Eksposisi
Apakah saya mendapatkan diskon ketika saya tinggal di hotel Anda selama satu bulan?;Eksposisi
Apakah Anda di sini untuk bisnis atau penelitian?;Eksposisi
Apakah Anda selesai dengan makan malam Anda?;Eksposisi
Saya ketinggalan penerbangan dua puluh ke San Francisco.;Eksposisi
Kualitas yang satu ini lebih baik.;Eksposisi
Dapatkah saya membeli tiket di sini?;Eksposisi
Tentu saja, Sir. Putih atau berwarna?;Eksposisi
Pada yang Anda suka untuk makan malam, daging sapi atau ayam?;Eksposisi
Tolong sebotol anggur.;Eksposisi
Saya bertaruh dua pound.;Eksposisi
Apakah Anda punya tur dengan kunjungan ke Jembatan Golden gate?;Eksposisi
Jangan pergi sampai Anda selesaikan ini.;Eksposisi
Saya terlambat ke penerbangan selanjutnya.;Eksposisi
Berapa harga sampai ke bandara?;Eksposisi
Itu bagus. Kapan?;Eksposisi
Dapatkah saya mengirim surat ini pada rate yang dikurangi?;Eksposisi
Apakah Anda ingin pergi mendapatkan udara segar?;Eksposisi
Baiklah, Bu. Kapan Anda ingin menetap?;Eksposisi
Kapan bus berikutnya?;Eksposisi
Dari mana saya bisa mendapatkan bus untuk pergi ke museum?;Eksposisi
Siapakah penulis drama ini?;Eksposisi
Bisakah saya mendapatkan tagihannya?;Eksposisi
Safety box.;Eksposisi
Yah, saya sedikit senang dan sedikit gugup.;Eksposisi
Saya akan tinggal di sini hanya sebulan.;Eksposisi
Kapan tur dimulai?;Eksposisi
Jam berapa pertunjukan dimulai?;Eksposisi
Saya dari Rusia.;Eksposisi
Mobil saya mogok di jalan bebas hambatan.;Eksposisi
Saya sangat minta maaf. Pasti ada beberapa kesalahan. Kapan Anda membuat reservasi, Mr Okada?;Eksposisi
Saya menyesal mendengarnya. Apakah Anda mengalami demam?;Eksposisi
Apakah Anda punya menu tetap?;Eksposisi
Apakah Anda punya sesuatu yang sedikit lebih besar?;Eksposisi
Di mana saya bisa mendapatkan bus ke Museum Metropolitan?;Eksposisi
Kapan toko kopi ini terbuka?;Eksposisi
Saya benar-benar senang berada bersama Anda.;Eksposisi
Dimana perpustakaan terdekat?;Eksposisi
Saya memesan penerbangan satu nol dua menuju New York besok.;Eksposisi
Apakah Anda punya kamar kosong malam ini?;Eksposisi
Apakah Anda dapat mengkaskan ini cek perjalanan seratus dolar ini?;Eksposisi
Di desa ini tidak terdapat sekolah lanjutan , baik tingkat SLTP maupun SLTA;Deskripsi
SLTP terdekat berjarak 3 km dari desa ini dan SLTA terdekat berjarak 5 km;Deskripsi
Sementara itu , fasilitas pendidikan tinggi terdekat berjarak 8 km , dekat pusat kota;Deskripsi
Obat-obatan tanpa resep dokter pun tersedia di kios-kios yang ada di desa;Deskripsi
Akses masyarakat untuk keluar dan masuk desa cukup memadai;Deskripsi
Transportasi umum seperti minibus dan ojek tersedia setiap hari , sedikitnya selama delapan jam;Deskripsi
Dalam hal sanitasi , kebanyakan warga masyarakat desa memanfaatkan air sungai di sebelah barat desa untuk mandi;Deskripsi
Sebaliknya , hampir semua anggota masyarakatnya mengkonsumsi air minum dari PAM;Deskripsi
Untuk sumber energi , kebanyakan masyarakat desa menggunakan kayu bakar untuk memasak , disusul minyak tanah dan kompor gas;Deskripsi
Namun , di desa ini tidak terdapat kantor pos , dan kantor pos terdekat berjarak 6 km dari desa;Deskripsi
2.5 Wilayah RT 4 RW 1 Desa Kedondong RT 4 RW 1 merupakan satu dari tujuh RT yang ada di RW 1 Desa Kedondong;Deskripsi
Wilayah RT 4 menempati areal tanah datar yang berbentuk empat persegi panjang dengan panjang 165 meter dan lebar 45 meter;Deskripsi
Lokasi RT 4 RW 1 dekat dengan kantor desa dan masjid desa;Deskripsi
Kepala desa saat ini merupakan salah satu warga RT ini;Deskripsi
Pekerjaan masyarakat yang ada di RT ini pada umumnya adalah bertani;Deskripsi
Pekerjaan lainnya adalah sebagai aparat desa , pedagang , atau pekerjaan di bidang jasa seperti sopir angkutan umum;Deskripsi
Akses masyarakat terhadap pendidikan untuk tingkat SD masih mudah dilakukan karena adanya SD di desa dan tidak jauh dari RT 4 ini;Deskripsi
2.6 Wilayah RT 6 RW 3 Desa Kedondong RT 6 RW 3 merupakan satu dari enam RT yang ada di RW 3 Desa Kedondong;Deskripsi
Jalan desa ini memiliki lebar jalan 5 meter yang terbuat dari makadam yang dibangun pada 1988;Deskripsi
Mata pencaharian masyarakat RT 6 RW 3 pada umumnya adalah bertani dan masyarakat desa mengenal warga RW 3 sebagai petani bawang;Deskripsi
Selain bertani , beberapa warganya ada yang bekerja sebagai aparat desa , guru , ustad , atau pedagang;Deskripsi
Selain itu , terdapat enam keluarga yang membuka warung sembako di rumah mereka;Deskripsi
Mereka adalah bidan , guru , tokoh agama , tokoh masyarakat , pengurus Badan Perwakilan Desa (BPD) , dan aparat desa;Deskripsi
Dalam FGD tingkat desa di Desa Cibulakan diperoleh empat klasifikasi kesejahteraan keluarga yaitu;Deskripsi
(1) kaya atau beunghar , (2) menengah atau sedeng , (3) miskin , dan (4) sangat miskin atau miskin pisan;Deskripsi
Pendapatan ini bukanlah satu-satunya ukuran untuk membedakan kesejahteraan keluarga;Deskripsi
Indikator kedua adalah pekerjaan dari (kepala) keluarga , yang masih terkait dengan indikator pertama (penghasilan);Deskripsi
"Sementara itu , keluarga menengah pada umumnya memiliki sawah maksimal setengah hektar; ";Deskripsi
ukuran atau luas rumah sekitar 100 meter persegi;Deskripsi
"Untuk keluarga menengah , walau rumahnya permanen tetapi tidak mewah; lantainya juga keramik; ada WC di dalam rumah; ";Deskripsi
serta ukuran rumahnya sekitar 24 meter persegi (6 meter x 4 meter);Deskripsi
Rumah keluarga miskin umumnya semi permanen , berbentuk rumah panggung yang terbuat dari papan atau bilik;Deskripsi
Tidak ada kamar mandi di dalam rumah , pemiliknya menggunakan kamar mandi/WC umum;Deskripsi
Keluarga miskin dan sangat miskin memiliki pola makan yang hampir mirip , hanya berbeda sedikit pada frekuensi makannya;Deskripsi
keluarga miskin dua hingga tiga kali sehari , sedangkan keluarga sangat miskin hanya satu hingga dua kali sehari;Deskripsi
Mereka makan daging hanya saat Hari Raya Idul Fitri saja;Deskripsi
Pekerjaan mereka antara lain sebagai ustad , pengurus PKK , pengurus RT , guru sekolah , dan ibu rumah tangga;Deskripsi
Dari hasil FGD di RT 1 RW 2 diperoleh empat klasifikasi kesejahteraan keluarga;Deskripsi
(1) kaya atau beunghar , (2) menengah atau sedeng , (3) miskin , dan (4) fakir miskin;Deskripsi
Pakaian dari keluarga miskin pada umumnya adalah pakaian  atau pakaian bekas;Deskripsi
Keluarga dalam kategori ini kalau memasak menggunakan kompor minyak tanah atau kayu bakar;Deskripsi
keluarga menengah berpenghasilan antara Rp750 ribu hingga Rp2 juta per bulan;Deskripsi
Mereka kadang disebut juga sebagai juragan;Deskripsi
Keluarga menengah pada umumnya memiliki usaha tetap atau bekerja sebagai pegawai negeri sipil golongan bawah;Deskripsi
bekerja sebagai buruh tani yang bekerja secara musiman , dengan upah Rp10 ribu per hari;Deskripsi
Ada yang bekerja secara serabutan dan ada pula yang bekerja sebagai pembantu/buruh/kenek bangunan;Deskripsi
sementara anak-anak keluarga menengah pada umumnya bersekolah hingga tamat SMP;Deskripsi
Anak-anak keluarga miskin rata-rata bersekolah hingga tamat SD dan beberapa ada yang tamat SMP;Deskripsi
Anak-anak keluarga fakir miskin hanya bersekolah maksimal hanya sampai sekolah dasar;Deskripsi
Dilihat dari indikator kesehatan , keluarga kaya umumnya berobat ke dokter umum dan rumah sakit , atau menggunakan obat warung;Deskripsi
Keluarga menengah berobat ke puskesmas , dokter , mantri kesehatan dan rumah sakit , atau membeli obat warung;Deskripsi
Keluarga fakir miskin menggunakan surat pengantar dari desa bila berobat;Deskripsi
Dilihat dari indikator pola makan , keluarga kaya pada umumnya makan tiga kali sehari dengan menu yang berbeda;Deskripsi
Pola makan keluarga miskin dan sangat miskin hampir mirip dengan perbedaan pada frekuensi makannya;Deskripsi
Mereka makan daging hanya saat hari raya lebaran saja;Deskripsi
Mereka adalah guru , ustad , pengurus RT setempat , tukang ojek , dan ibu rumah tangga;Deskripsi
Dari hasil FGD di RT 1 RW 6 diperoleh empat klasifikasi kesejahteraan keluarga;Deskripsi
(1) kaya atau beunghar , (2) menengah atau sedeng , (3) miskin , dan (4) fakir;Deskripsi
Lain halnya lagi dengan keluarga yang tergolong fakir;Deskripsi
Pada umumnya mereka adalah pengangguran , dan jika bekerja , biasanya mereka bekerja secara serabutan;Deskripsi
Kalau memiliki sambungan listrik dari PLN sendiri , biasanya mendapat bantuan dari anaknya yang sudah bekerja;Deskripsi
Mereka memiliki sepeda motor yang dibeli secara kredit dan bila memasak , mereka menggunakan kayu bakar;Deskripsi
"Mereka tidak memiliki sawah; memiliki rumah panggung atau papan yang tidak dicat , yang tidak ada aliran listriknya";Deskripsi
Bila memasak , mereka menggunakan kayu bakar;Deskripsi
3.4 Indikator Kesejahteraan Keluarga di Desa Kedondong FGD di Desa Kedondong diikuti oleh 11 laki-laki dan lima perempuan;Deskripsi
guru , ustad , pengurus RW , aparat desa , anggota BPD , bidan , dan kader PKK;Deskripsi
Dari hasil FGD di tingkat desa ini diperoleh tiga klasifikasi kesejahteraan keluarga;Deskripsi
(1) kaya atau sugih , (2) cukup atau sedheng , dan (3) melarat;Deskripsi
Ketiga klasifikasi tersebut didasarkan atas tujuh indikator kesejahteraan keluarga;Deskripsi
keluarga cukup memiliki rumah yang sederhana dengan lantai plester atau tegel hitam , KM/WC di luar rumah , dan listrik 450 Watt;Deskripsi
Untuk keluarga melarat , ada yang memiliki rumah;Deskripsi
Bagi mereka yang memiliki rumah , biasanya rumah mereka terbuat dari bambu (gedhek) , berlantai tanah;Deskripsi
mandi di sungai , dan menyambung (nyalur) aliran listrik untuk penerangan di rumah dari rumah tetangga;Deskripsi
Anak-anak dari keluarga cukup berpendidikan antara SD hingga sarjana , s;Deskripsi
Pekerjaan-pekerjaan tersebut diidentifikasi sebagai bidan , kepala sekolah (SD maupun SMP) , kepala desa , dan sekretaris desa;Deskripsi
Pekerjaan dari keluarga cukup pada umumnya adalah guru , petani , dan pedagang;Deskripsi
keluarga yang melarat pada umumnya bekerja sebagai kuli , buruh , atau sebagai mayeng (pemulung);Deskripsi
Kelompok keluarga melarat pada umumnya berobat ke puskesmas atau menggunakan jamu;Deskripsi
Keluarga melarat umumnya makan dengan sayur , kadang dengan tahu atau tempe seadanya;Deskripsi
Kalau makan dengan ikan , biasanya yang harganya murah;Deskripsi
Dari hasil FGD di RT 4 RW 1 diperoleh tiga klasifikasi kesejahteraan keluarga;Deskripsi
(1) kaya (sugih) , (2) cukup (sedheng) , dan (3) kurang/miskin;Deskripsi
Ketiga klasifikasi kesejahteraan keluarga tersebut didasarkan atas delapan indikator kesejahteraan keluarga;Deskripsi
kepemilikan aset , kondisi rumah , penghasilan , pekerjaan , pola makan , pakaian , pendidikan atau sekolah anak , dan kesehatan;Deskripsi
Keluarga sedang pada umumnya bekerja sebagai petani atau pedagang kecil/keliling;Deskripsi
Keluarga kurang/miskin makan tiga kali sehari , namun nasi bukan berasal dari beras hasil panen sendiri;Deskripsi
Lauk yang mereka makan adalah ikan asin , tempe dan sambal bawang putih;Deskripsi
Mereka mengkonsumsi daging setahun sekali yang merupakan pemberian saat Hari Raya Kurban;Deskripsi
Dilihat dari pakaiannya , keluarga kaya pada umumnya memiliki pakaian yang bermerek dan membelinya di supermarket;Deskripsi
Walau pakaian keluarga sedang sederhana , pakaian tersebut dibeli sendiri;Deskripsi
Lain halnya dengan keluarga kurang/miskin;Deskripsi
Pada umumnya pakaian mereka berasal dari pemberian orang lain atau lungsuran;Deskripsi
Keluarga cukup berobat ke bidan desa atau puskesmas , dan bila sakitnya parah , baru mereka berobat ke rumah sakit;Deskripsi
Berbeda dengan kelompok tersebut , kelompok keluarga kurang/miskin pada umumnya berobat ke dukun atau puskesmas;Deskripsi
Ada persamaan antara ketiga kelompok tersebut , yakni semuanya berobat ke puskesmas;Deskripsi
Dari hasil FGD di RT 6 RW 3 diperoleh tiga klasifikasi kesejahteraan keluarga;Deskripsi
(1) mampu , (2) cukup , dan (3) kurang mampu;Deskripsi
Ketiga klasifikasi kesejahteraan keluarga tersebut didasarkan atas tujuh indikator kesejahteraan keluarga;Deskripsi
kepemilikan aset , kondisi rumah , kesehatan , pendidikan , pekerjaan , penghasilan atau tabungan , dan pola makan sehari-hari;Deskripsi
Menurut para peserta FGD , kebanyakan kepala keluarga kurang mampu terdiri dari janda;Deskripsi
Selain itu , kalau keluarga mampu memasak dengan menggunakan kompor gas;Deskripsi
Karena tidak memiliki alat transportasi , keluarga kurang mampu bepergian dengan berjalan kaki;Deskripsi
Sewaktu memasak , mereka menggunakan kayu bakar yang diperoleh dari kebun;Deskripsi
Pada umumnya , keluarga mampu memiliki rumah berukuran 64 m2 (8 meter x 8 meter);Deskripsi
Berbeda dengan keluarga mampu dan cukup , tidak semua keluarga yang tergolong kurang mampu sudah memiliki rumah;Deskripsi
keluarga cukup pada umumnya berobat ke bidan , puskesmas , atau rumah sakit;Deskripsi
Keluarga kurang mampu berobat ke puskesmas atau dukun;Deskripsi
Nampak bahwa semua kelompok memiliki kesamaan untuk berobat ke puskesmas;Deskripsi
Anak-anak keluarga kurang mampu pada umumnya bersekolah hingga SD saja;Deskripsi
Dilihat dari indikator pekerjaan , keluarga mampu diidentifikasi sebagai petani dan pedagang;Deskripsi
Keluarga cukup pada umumnya bekerja sebagai petani , kuli bangunan (batu atau kayu) , sopir (mobil milik orang lain) , atau guru;Deskripsi
Keluarga cukup juga makan tiga kali sehari walaupun tanpa lauk ayam dan daging;Deskripsi
Setelah itu , baru dibuat urutan kesejahteraan keluarga antar-RW dan/atau antardusun;Deskripsi
4.1 Proporsi Klasifikasi Kesejahteraan Keluarga Tingkat RW Desa Cibulakan ;Deskripsi
Di tingkat desa Cibulakan , proses FGD berlangsung sebagaimana dijelaskan di atas ;Deskripsi
Klasifikasi , indikator , dan ciri-ciri kesejahteraan keluarga telah diuraikan pada Bab 3;Deskripsi
Di tingkat desa , proporsi klasifikasi kesejahteraan keluarga menunjukkan bahwa ;Deskripsi
Pada intinya , inilah garis kemiskinan dari masyarakat tersebut;Deskripsi
Proporsi hasil FGD ini kemudian digunakan SPKM untuk menghitung proporsi klasifikasi kesejahteraan keluarga;Deskripsi
Proporsi kelompok menengah hampir mirip dengan proporsi di tingkat desa;Deskripsi
Walaupun hal ini tidak mungkin secara kuantitatif , peserta FGD tetap bertahan dengan hasil estimasi tersebut;Deskripsi
Desa Kedondong Pelaksanaan FGD di Desa Kedondong dilakukan sebagaimana halnya dengan FGD di Desa Cibulakan;Deskripsi
Dalam FGD tingkat desa ini juga diperkirakan proporsi klasifikasi kesejahteraan keluarga tingkat desa dan masing-masing RW;Deskripsi
Klasifikasi , indikator , dan ciri-ciri kesejahteraan keluarga yang ada di Desa Kedondong telah diuraikan pada Bab 3 di atas;Deskripsi
Di tingkat desa , proporsi klasifikasi kesejahteraan keluarga adalah ;Deskripsi
15% keluarga di Desa Kedondong termasuk ke dalam kelompok kaya , 50% kelompok cukup , dan 35% kelompok melarat (lihat Tabel 4.2);Deskripsi
